Question,Answer
Who is the Director of Harry Potter and the Sorcerer's Stone?,"The Director of Harry Potter and the Sorcerer's Stone is Chris Columbus. Summary: An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
What is the IMDB Rating of Harry Potter and the Sorcerer's Stone?,"The IMDB Rating of Harry Potter and the Sorcerer's Stone is 7.6. Summary: An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
What is the Runtime of Harry Potter and the Sorcerer's Stone?,"The Runtime of Harry Potter and the Sorcerer's Stone is 152. Summary: An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
What is the Genre of The Others?,"The Others is of Horror, Mystery, Thriller genre. Summary: A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted."
Who is the Director of The Others?,The Director of The Others is Alejandro Amenábar. Summary: A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
What is the IMDB Rating of The Others?,The IMDB Rating of The Others is 7.6. Summary: A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
What is the Runtime of The Others?,The Runtime of The Others is 101. Summary: A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
What is the Genre of Blow?,"Blow is of Biography, Crime, Drama genre. Summary: The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
Who is the Director of Blow?,"The Director of Blow is Ted Demme. Summary: The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
What is the IMDB Rating of Blow?,"The IMDB Rating of Blow is 7.6. Summary: The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
What is the Runtime of Blow?,"The Runtime of Blow is 124. Summary: The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
What is the Genre of Enemy at the Gates?,"Enemy at the Gates is of Drama, History, War genre. Summary: A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad."
Who is the Director of Enemy at the Gates?,The Director of Enemy at the Gates is Jean-Jacques Annaud. Summary: A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
What is the IMDB Rating of Enemy at the Gates?,The IMDB Rating of Enemy at the Gates is 7.6. Summary: A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
What is the Runtime of Enemy at the Gates?,The Runtime of Enemy at the Gates is 131. Summary: A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
What is the Genre of Minority Report?,"Minority Report is of Action, Crime, Mystery genre. Summary: In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
Who is the Director of Minority Report?,"The Director of Minority Report is Steven Spielberg. Summary: In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
What is the IMDB Rating of Minority Report?,"The IMDB Rating of Minority Report is 7.6. Summary: In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
What is the Runtime of Minority Report?,"The Runtime of Minority Report is 145. Summary: In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
What is the Genre of The Hurricane?,"The Hurricane is of Biography, Drama, Sport genre. Summary: The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
Who is the Director of The Hurricane?,"The Director of The Hurricane is Norman Jewison. Summary: The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
What is the IMDB Rating of The Hurricane?,"The IMDB Rating of The Hurricane is 7.6. Summary: The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
What is the Runtime of The Hurricane?,"The Runtime of The Hurricane is 146. Summary: The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
What is the Genre of American Psycho?,"American Psycho is of Comedy, Crime, Drama genre. Summary: A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
Who is the Director of American Psycho?,"The Director of American Psycho is Mary Harron. Summary: A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
What is the IMDB Rating of American Psycho?,"The IMDB Rating of American Psycho is 7.6. Summary: A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
What is the Runtime of American Psycho?,"The Runtime of American Psycho is 101. Summary: A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
What is the Genre of Lola rennt?,"Lola rennt is of Crime, Drama, Thriller genre. Summary: After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
Who is the Director of Lola rennt?,"The Director of Lola rennt is Tom Tykwer. Summary: After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
What is the IMDB Rating of Lola rennt?,"The IMDB Rating of Lola rennt is 7.6. Summary: After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
What is the Runtime of Lola rennt?,"The Runtime of Lola rennt is 81. Summary: After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
What is the Genre of The Thin Red Line?,"The Thin Red Line is of Drama, War genre. Summary: Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
Who is the Director of The Thin Red Line?,"The Director of The Thin Red Line is Terrence Malick. Summary: Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
What is the IMDB Rating of The Thin Red Line?,"The IMDB Rating of The Thin Red Line is 7.6. Summary: Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
What is the Runtime of The Thin Red Line?,"The Runtime of The Thin Red Line is 170. Summary: Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
What is the Genre of Mulan?,"Mulan is of Animation, Adventure, Family genre. Summary: To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
Who is the Director of Mulan?,"The Director of Mulan is Tony Bancroft. Summary: To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
What is the IMDB Rating of Mulan?,"The IMDB Rating of Mulan is 7.6. Summary: To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
What is the Runtime of Mulan?,"The Runtime of Mulan is 88. Summary: To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
What is the Genre of Fear and Loathing in Las Vegas?,"Fear and Loathing in Las Vegas is of Adventure, Comedy, Drama genre. Summary: An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades."
Who is the Director of Fear and Loathing in Las Vegas?,The Director of Fear and Loathing in Las Vegas is Terry Gilliam. Summary: An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
What is the IMDB Rating of Fear and Loathing in Las Vegas?,The IMDB Rating of Fear and Loathing in Las Vegas is 7.6. Summary: An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
What is the Runtime of Fear and Loathing in Las Vegas?,The Runtime of Fear and Loathing in Las Vegas is 118. Summary: An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
What is the Genre of Funny Games?,"Funny Games is of Crime, Drama, Thriller genre. Summary: Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
Who is the Director of Funny Games?,"The Director of Funny Games is Michael Haneke. Summary: Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
What is the IMDB Rating of Funny Games?,"The IMDB Rating of Funny Games is 7.6. Summary: Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
What is the Runtime of Funny Games?,"The Runtime of Funny Games is 108. Summary: Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
What is the Genre of Dark City?,"Dark City is of Mystery, Sci-Fi, Thriller genre. Summary: A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
Who is the Director of Dark City?,"The Director of Dark City is Alex Proyas. Summary: A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
What is the IMDB Rating of Dark City?,"The IMDB Rating of Dark City is 7.6. Summary: A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
What is the Runtime of Dark City?,"The Runtime of Dark City is 100. Summary: A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
What is the Genre of Sleepers?,"Sleepers is of Crime, Drama, Thriller genre. Summary: After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
Who is the Director of Sleepers?,"The Director of Sleepers is Barry Levinson. Summary: After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
What is the IMDB Rating of Sleepers?,"The IMDB Rating of Sleepers is 7.6. Summary: After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
What is the Runtime of Sleepers?,"The Runtime of Sleepers is 147. Summary: After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
What is the Genre of Lost Highway?,"Lost Highway is of Mystery, Thriller genre. Summary: Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray."
Who is the Director of Lost Highway?,"The Director of Lost Highway is David Lynch. Summary: Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray."
What is the IMDB Rating of Lost Highway?,"The IMDB Rating of Lost Highway is 7.6. Summary: Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray."
What is the Runtime of Lost Highway?,"The Runtime of Lost Highway is 134. Summary: Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray."
What is the Genre of Sense and Sensibility?,"Sense and Sensibility is of Drama, Romance genre. Summary: Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
Who is the Director of Sense and Sensibility?,"The Director of Sense and Sensibility is Ang Lee. Summary: Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
What is the IMDB Rating of Sense and Sensibility?,"The IMDB Rating of Sense and Sensibility is 7.6. Summary: Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
What is the Runtime of Sense and Sensibility?,"The Runtime of Sense and Sensibility is 136. Summary: Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
What is the Genre of Die Hard: With a Vengeance?,"Die Hard: With a Vengeance is of Action, Adventure, Thriller genre. Summary: John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
Who is the Director of Die Hard: With a Vengeance?,"The Director of Die Hard: With a Vengeance is John McTiernan. Summary: John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
What is the IMDB Rating of Die Hard: With a Vengeance?,"The IMDB Rating of Die Hard: With a Vengeance is 7.6. Summary: John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
What is the Runtime of Die Hard: With a Vengeance?,"The Runtime of Die Hard: With a Vengeance is 128. Summary: John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
What is the Genre of Dead Man?,"Dead Man is of Adventure, Drama, Fantasy genre. Summary: On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world."
Who is the Director of Dead Man?,"The Director of Dead Man is Jim Jarmusch. Summary: On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world."
What is the IMDB Rating of Dead Man?,"The IMDB Rating of Dead Man is 7.6. Summary: On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world."
What is the Runtime of Dead Man?,"The Runtime of Dead Man is 121. Summary: On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world."
What is the Genre of The Bridges of Madison County?,"The Bridges of Madison County is of Drama, Romance genre. Summary: Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s."
Who is the Director of The Bridges of Madison County?,The Director of The Bridges of Madison County is Clint Eastwood. Summary: Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
What is the IMDB Rating of The Bridges of Madison County?,The IMDB Rating of The Bridges of Madison County is 7.6. Summary: Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
What is the Runtime of The Bridges of Madison County?,The Runtime of The Bridges of Madison County is 135. Summary: Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
What is the Genre of Trois couleurs: Blanc?,"Trois couleurs: Blanc is of Comedy, Drama, Romance genre. Summary: After his wife divorces him, a Polish immigrant plots to get even with her."
Who is the Director of Trois couleurs: Blanc?,"The Director of Trois couleurs: Blanc is Krzysztof Kieslowski. Summary: After his wife divorces him, a Polish immigrant plots to get even with her."
What is the IMDB Rating of Trois couleurs: Blanc?,"The IMDB Rating of Trois couleurs: Blanc is 7.6. Summary: After his wife divorces him, a Polish immigrant plots to get even with her."
What is the Runtime of Trois couleurs: Blanc?,"The Runtime of Trois couleurs: Blanc is 92. Summary: After his wife divorces him, a Polish immigrant plots to get even with her."
What is the Genre of Falling Down?,"Falling Down is of Action, Crime, Drama genre. Summary: An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them."
Who is the Director of Falling Down?,The Director of Falling Down is Joel Schumacher. Summary: An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
What is the IMDB Rating of Falling Down?,The IMDB Rating of Falling Down is 7.6. Summary: An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
What is the Runtime of Falling Down?,The Runtime of Falling Down is 113. Summary: An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
What is the Genre of Dazed and Confused?,Dazed and Confused is of Comedy genre. Summary: The adventures of high school and junior high students on the last day of school in May 1976.
Who is the Director of Dazed and Confused?,The Director of Dazed and Confused is Richard Linklater. Summary: The adventures of high school and junior high students on the last day of school in May 1976.
What is the IMDB Rating of Dazed and Confused?,The IMDB Rating of Dazed and Confused is 7.6. Summary: The adventures of high school and junior high students on the last day of school in May 1976.
What is the Runtime of Dazed and Confused?,The Runtime of Dazed and Confused is 102. Summary: The adventures of high school and junior high students on the last day of school in May 1976.
What is the Genre of My Cousin Vinny?,"My Cousin Vinny is of Comedy, Crime genre. Summary: Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
Who is the Director of My Cousin Vinny?,"The Director of My Cousin Vinny is Jonathan Lynn. Summary: Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
What is the IMDB Rating of My Cousin Vinny?,"The IMDB Rating of My Cousin Vinny is 7.6. Summary: Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
What is the Runtime of My Cousin Vinny?,"The Runtime of My Cousin Vinny is 120. Summary: Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
What is the Genre of Omohide poro poro?,"Omohide poro poro is of Animation, Drama, Romance genre. Summary: A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo."
Who is the Director of Omohide poro poro?,The Director of Omohide poro poro is Isao Takahata. Summary: A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
What is the IMDB Rating of Omohide poro poro?,The IMDB Rating of Omohide poro poro is 7.6. Summary: A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
What is the Runtime of Omohide poro poro?,The Runtime of Omohide poro poro is 118. Summary: A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
What is the Genre of Delicatessen?,"Delicatessen is of Comedy, Crime genre. Summary: Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants."
Who is the Director of Delicatessen?,The Director of Delicatessen is Marc Caro. Summary: Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
What is the IMDB Rating of Delicatessen?,The IMDB Rating of Delicatessen is 7.6. Summary: Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
What is the Runtime of Delicatessen?,The Runtime of Delicatessen is 99. Summary: Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
What is the Genre of Home Alone?,"Home Alone is of Comedy, Family genre. Summary: An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation."
Who is the Director of Home Alone?,The Director of Home Alone is Chris Columbus. Summary: An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
What is the IMDB Rating of Home Alone?,The IMDB Rating of Home Alone is 7.6. Summary: An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
What is the Runtime of Home Alone?,The Runtime of Home Alone is 103. Summary: An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
What is the Genre of The Godfather: Part III?,"The Godfather: Part III is of Crime, Drama genre. Summary: Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
Who is the Director of The Godfather: Part III?,"The Director of The Godfather: Part III is Francis Ford Coppola. Summary: Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
What is the IMDB Rating of The Godfather: Part III?,"The IMDB Rating of The Godfather: Part III is 7.6. Summary: Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
What is the Runtime of The Godfather: Part III?,"The Runtime of The Godfather: Part III is 162. Summary: Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
What is the Genre of When Harry Met Sally...?,"When Harry Met Sally... is of Comedy, Drama, Romance genre. Summary: Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
Who is the Director of When Harry Met Sally...?,"The Director of When Harry Met Sally... is Rob Reiner. Summary: Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
What is the IMDB Rating of When Harry Met Sally...?,"The IMDB Rating of When Harry Met Sally... is 7.6. Summary: Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
What is the Runtime of When Harry Met Sally...?,"The Runtime of When Harry Met Sally... is 95. Summary: Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
What is the Genre of The Little Mermaid?,"The Little Mermaid is of Animation, Family, Fantasy genre. Summary: A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love."
Who is the Director of The Little Mermaid?,The Director of The Little Mermaid is Ron Clements. Summary: A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
What is the IMDB Rating of The Little Mermaid?,The IMDB Rating of The Little Mermaid is 7.6. Summary: A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
What is the Runtime of The Little Mermaid?,The Runtime of The Little Mermaid is 83. Summary: A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
What is the Genre of The Naked Gun: From the Files of Police Squad!?,"The Naked Gun: From the Files of Police Squad! is of Comedy, Crime genre. Summary: Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II."
Who is the Director of The Naked Gun: From the Files of Police Squad!?,The Director of The Naked Gun: From the Files of Police Squad! is David Zucker. Summary: Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.
What is the IMDB Rating of The Naked Gun: From the Files of Police Squad!?,The IMDB Rating of The Naked Gun: From the Files of Police Squad! is 7.6. Summary: Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.
What is the Runtime of The Naked Gun: From the Files of Police Squad!?,The Runtime of The Naked Gun: From the Files of Police Squad! is 85. Summary: Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.
"What is the Genre of Planes, Trains & Automobiles?","Planes, Trains & Automobiles is of Comedy, Drama genre. Summary: A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion."
"Who is the Director of Planes, Trains & Automobiles?","The Director of Planes, Trains & Automobiles is John Hughes. Summary: A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion."
"What is the IMDB Rating of Planes, Trains & Automobiles?","The IMDB Rating of Planes, Trains & Automobiles is 7.6. Summary: A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion."
"What is the Runtime of Planes, Trains & Automobiles?","The Runtime of Planes, Trains & Automobiles is 93. Summary: A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion."
What is the Genre of Lethal Weapon?,"Lethal Weapon is of Action, Crime, Thriller genre. Summary: Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers."
Who is the Director of Lethal Weapon?,The Director of Lethal Weapon is Richard Donner. Summary: Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
What is the IMDB Rating of Lethal Weapon?,The IMDB Rating of Lethal Weapon is 7.6. Summary: Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
What is the Runtime of Lethal Weapon?,The Runtime of Lethal Weapon is 109. Summary: Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
What is the Genre of Blood Simple?,"Blood Simple is of Crime, Drama, Thriller genre. Summary: The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
Who is the Director of Blood Simple?,"The Director of Blood Simple is Joel Coen. Summary: The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
What is the IMDB Rating of Blood Simple?,"The IMDB Rating of Blood Simple is 7.6. Summary: The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
What is the Runtime of Blood Simple?,"The Runtime of Blood Simple is 99. Summary: The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
What is the Genre of On Golden Pond?,"On Golden Pond is of Drama genre. Summary: Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
Who is the Director of On Golden Pond?,"The Director of On Golden Pond is Mark Rydell. Summary: Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
What is the IMDB Rating of On Golden Pond?,"The IMDB Rating of On Golden Pond is 7.6. Summary: Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
What is the Runtime of On Golden Pond?,"The Runtime of On Golden Pond is 109. Summary: Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
What is the Genre of Mad Max 2?,"Mad Max 2 is of Action, Adventure, Sci-Fi genre. Summary: In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
Who is the Director of Mad Max 2?,"The Director of Mad Max 2 is George Miller. Summary: In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
What is the IMDB Rating of Mad Max 2?,"The IMDB Rating of Mad Max 2 is 7.6. Summary: In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
What is the Runtime of Mad Max 2?,"The Runtime of Mad Max 2 is 96. Summary: In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
What is the Genre of The Warriors?,"The Warriors is of Action, Crime, Thriller genre. Summary: In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down."
Who is the Director of The Warriors?,"The Director of The Warriors is Walter Hill. Summary: In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down."
What is the IMDB Rating of The Warriors?,"The IMDB Rating of The Warriors is 7.6. Summary: In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down."
What is the Runtime of The Warriors?,"The Runtime of The Warriors is 92. Summary: In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down."
What is the Genre of The Muppet Movie?,"The Muppet Movie is of Adventure, Comedy, Family genre. Summary: Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
Who is the Director of The Muppet Movie?,"The Director of The Muppet Movie is James Frawley. Summary: Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
What is the IMDB Rating of The Muppet Movie?,"The IMDB Rating of The Muppet Movie is 7.6. Summary: Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
What is the Runtime of The Muppet Movie?,"The Runtime of The Muppet Movie is 95. Summary: Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
What is the Genre of Escape from Alcatraz?,"Escape from Alcatraz is of Action, Biography, Crime genre. Summary: Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world."
Who is the Director of Escape from Alcatraz?,"The Director of Escape from Alcatraz is Don Siegel. Summary: Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world."
What is the IMDB Rating of Escape from Alcatraz?,"The IMDB Rating of Escape from Alcatraz is 7.6. Summary: Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world."
What is the Runtime of Escape from Alcatraz?,"The Runtime of Escape from Alcatraz is 112. Summary: Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world."
